text,label
"Pertama kali kesini, pemandangannya cukup bagus. Harga tiket dewasa 2 org 70k dan anak 2th 20k dateng pas weekend.
Ada beberapa spot bagus, tapi gak banyak sisanya udah gak terawat jembatannya juga harus sedikit diperbaikin. Sempet berekspetasi tinggi karena ini deket pik banget kan, tapi ternyata ketinggian ekspetasi saya🥲 apalagi kantin utamanya kecewa banget pelayanannya asal-asalan kurang rekomen buat saya pribadi yaa. Sama ada beberapa tempat yg emg udah gak terawat banyak lumpur terutama deket toilet nya.
Next tolong dibenahi lagi yaa pelayanannya biar org makin tertarik kesini.",-1
"Kemari pagi pagi bgt 1 Januari 2024 pagi, niatnya mau parkir dipinggir pantai aja menikmati sepinya 1 Januari karena nganterin lansia beserta cucu cucunya yg masih kecil. Ternyata di barikade semua area menuju Pantai.
Saat beli tiket online tidak ada notifikasi kondisi lokasi yg dibarikade barikade. Di pintu masuk juga ngga di beri edukasi petugas tiket atau diberi peta lokasi kantong parkir terdekat yg mana.
Mbak di pintu masuk pun malas dan tidak menyenangkan, diminta komunikasi dengan client disisi pintu penumpang pun tidak mau.
Dari dulu Ancol nih masih banyak PR disisi Managemen dan SDM.
Ngobrol dengan pedagang juga merasakan hal sama, jalan dibarikade bikin bingung mau lewat mana katanya.
Buang buang waktu pagi pagi kemari ngga ada gunanya, dan buang buang uang juga pada akhirnya di dalem kalo cuma banyak buat ngantri naik bis wira wiri buat nyari tempat yg nyaman.
Tau gini nggak masuk Ancol deh.",-1
Tukang parkir ibu² ini meresahkan dan nyolotttt pulaaa... Masa ngasih 2rb ditembak lgs minta 5rb katanya hari minggu pdhl minggu lalu saya dan suami ke waduk parkir pun byr 2rb dgn ibu ini. Dimintain karcis parkirnya mlh ngusir² dgn kata² kasar. DUUUUHHHHH IBUKKKKK!!!!,-1
Tempat yg harusnya berpotensi menjadi tempat wisata yg menyenangkan kalau bisa dibersihkan dan dijaga dan dibebaskan dari pungli2 yg gak jelas. Dekat waduk ini ada warung nasi kuning yg juga enak dan menubya lumayan lengkap.,-1
Tukang parkir ibu² ini meresahkan dan nyolotttt pulaaa... Masa ngasih 2rb ditembak lgs minta 5rb katanya hari minggu pdhl minggu lalu saya dan suami ke waduk parkir pun byr 2rb dgn ibu ini. Dimintain karcis parkirnya mlh ngusir² dgn kata² kasar. DUUUUHHHHH IBUKKKKK!!!!,-1
Tempat yg harusnya berpotensi menjadi tempat wisata yg menyenangkan kalau bisa dibersihkan dan dijaga dan dibebaskan dari pungli2 yg gak jelas. Dekat waduk ini ada warung nasi kuning yg juga enak dan menubya lumayan lengkap.,-1
Sebetulnya sih bagus ada air mancur yg muncul tiap jam 4 sore tapi sayangnya anak2  tidak diperbolehkan bermain air di situ padahal kalau di Taman Puring anak2 justru diperbolehkan bermain di air mancur.,-1
"Sayang gk bs kasi bintang dibawah 1, masuk 8k untuk 3tahun ke atas, dapatnya cuma pekarangan doang.., parkir 10k lokasi sembrawut..  ada kolam masuk 30k tp gk worth it lah, maen2an lain bayar lg.. dr luar keliatan bagus bgt, hbs masuk lgsg pengen balik aja..",-1
"Tolong pihak pengelola lebih di perhatikan pemilaharaan tempatnya. Wahana permainan untuk anak anak nya sudah tua dan usang. Saya juga melihat tanda ""masih dalam perbaikan"" tetapi masih belum juga diperbaiki. Dimana kalian gunakan uang tiket yang kami bayarkan, selain gaji pegawai kalian juga seharusnya memperhatikan kelayakan  dan memelihara alat dan wahana permainan yang ada.",-1
"Gak akan pernah lagi kesini. Sorry, cukup sekali aja. Sabtu kemarin anak saya berkunjung bersama teman nya, kondisi air bilas, air di wastafel, air di pancuran semuanya kotor. Benar2 kotor, keruh cokelat, dan berpasir. Gak ada yg notice juga staff nya pada males ngecek. Padahal udah di kasih tau, tp mereka cm bilang ""oh"".? Dan benar saja pulang dari sana anak saya langsung demam, ga berselang lama kemudian keluar lah bintik2 merah, gatal, dan bernanah! Langsung saya ke dokter, pas di check semuanya ternyata penyebab nya kutu air yg adalah terakhir dia mandi dan bermain air disini. Sedih banget rasanya, habis pulang bermain malah jadi sakit. Nyesel banget bawa anak main kesini. Selain gak ada yg special, cm wahana air dan wahana permainan yg seadanya saya rasa harga 99rb gak sepadan sama sekali. Udah tempat nya kotor, padahal ini untuk anak2 lho. Yg harus banget diperhatikan kebersihan nya apalagi kebersihan air. Saya pun setelah pakai toiletnya area sensitif saya juga jadi gatal, ampun deh. Gak2 lagi sumpah. Makanan dan minuman nya juga mahal, gak begitu banyak pilihan, rasa juga B aja. Gak sepadan sama harga nya. Bayangin aja ice milo yg gak seberapa enaknyabitu harga nya 45 rb. Masuk juga gak dikasih struk atau tanda apa2 jadi bener2 ngasal nih staff nya. Oh ya, area bermain pasir juga gak jelas, pasirnya udah amburadul kemana mana. Ga jelas lah pokoknya. Banyak nyamuk juga. Pikir2 lagi ya guys kalo mau kesini, itu pengalaman saya.",-1
"Recommend buat ngadem sejenak.
Kopi b aja.
Pelayanan tidak ramah.
Seperti tidak niat... Di meja ngk ada tatakan gelas... Tidak di kasi tissue padahal pesen es kopi yang sudah pasti akan netes2...

Jika ke sini sangat di suggest ambil posisi duduk Deket jendela ya",-1
"Please management perbaiki deh.
MINUS banget😤
Mau uang tapi ga memberi apa2..

Menerima anak didik field tapi ga ada nilai edukasi.
Crowded melebihi pasar tradisional.
Pengunjung berjibun sampe ga ada tempat, sesak nafas.
Masa ga ada perhitungan pengunjung.,
Apalagi rombongan sekolahan yang sudah survey, sudah daftar, pasti ada hitungannya donk..
Percuma ngasih piagam ke sekolah, cuma simbol aja.
Perbaiki lagi.,
Minus banget deh.,ga ada apa2nya dibanding Jakarta Aquarium 😍😍",-1
"This place is a real time machine: I used to visiting PP-IPTEK almost every week due to Indosat Galileo hype (90s kid here), so I remembered most of the exhibits there. I had a impression that PP-IPTEK was really fun back then as a child.

2 decades later, back to this place, visiting as a parent & bringing my 2 year old son, as long as I could remember 70% of the exhibits (with additions here & there) are still the same like I used to play as elementary student back then.

I jokingly told my husband that this place is an epitome of Indonesia's science condition: undeveloped, abandoned... 🫠
Many of the exhibits here are broken, places are quite dim, it's very sad to see ISC in such condition.

Last week we had a chance to visited Petrosains at KLCC. I realized comparing ISC to Petrosains isn't quite fair (considering the entrance fee at ISC is very cheap) but both of them are state-owned (Petrosains under Petronas and ISC under BRIN).

Hoping this place will get a huge maintenance & revitalization (a lot of fund is needed, tho. Since higher education considered as tertriary... maybe nah 🫠)",-1
"Tidak update yg skrng bahwa sdh tidak ada plosotan dan bak air mandi yg besar itu, jauh jauh dri samarinda ternyata zonk heheheh...masukannya lain kali tolong diupdate untuk fasilitasnya ya ,",-1
"first of all, tmpt nya cuman bisa untuk foto foto instagramable.. ga bisa main di pantainya langsung, kalau pergi pagi-siang sangat tida recomended.. maybe kalo kesininya sore better.. untuk pelayanannya kurang humble terutama security, casheer dan pemegang ticket, thank u.",-1
"Pantai Angkasa Indah, pertama kali buka beberapa tahun lalu dan fasilitas yang tersedia belum terlalu lengkap tapi karena baru maka tempat bermain seperti ayunan dan jungkat jungkitnya masih bagus. Tapi sekarang akses masuk harus bayar lumayan mahal (per orang Rp. 10.000 belum dengan parkir Rp.5.000) yang tidak sebanding dengan fasilitas dan kebersihan yang cukup mengenaskan. Pantainya tidak terlalu kotor dibandingkan  pertama buka tapi banyak koral dan pecahan botol. Kesimpulannya pantai ini punya potensi bagus untuk wisata tapi harus dikelola lebih baik lagi.",-1
"Tempatnya luas banyak pohon
Sayang petugas di gedung informasi di datengin malah tetep ngobrol bareng sambil makan makan pengunjung ga dihiraukan cuman mendekat negur sepatunya harap dilepas yaa
Di tanya jahe merah dimana di track dihutan
Yg ramah di bagian anggrek pengunjung datang dijelasin dan welcome
Sempet keluar tanya di karcis katanya minta aja kedlm ditemani ke bagian pembibitan disana ada petugasnya juga balik ke dalam tak ada orang di pembibitan

Bayar untuk masuk 15k dewasa dan 12 k untuk anak
Kurang worth lah",-1
"Perjalanan tidak sulit, tidak jauh dr jalan utama, tetapi semua masih tanah. Danau ini menurut info adalah bekas galian tambang. Nampak tidak terurus dan tidak ada tempat bersantai. Tetapi untuk mancing sepertinya menarik. Jika difoto bagus.",-1
"Bukan untuk wisata ya, ini cuma kolam besar dan terlalu kecil untuk dikategorikan danau. Tidak ada fasilitas bagi pengunjung, dan kondisi area tidak dikelola.
Jangan coba-coba kesini kalau baru saja hujan atau akan hujan. Jalannya masih tanah gunung, dan akses dari permukiman sementara ditutup oleh pemilik lahan.",-1
kondisi danau sudah tidak terawat. hanya seperti genangan air. jalan menuju lokasi berlumpur dan jelek. tidak rekomended kesini.,-1
"Tempatnya bagus tapi ga mau lagi ke sini karna ada bapak bapak (mungkin warlok) ngatain kita sambil berjalan dan nadanya agak tinggi kurang lebih kalimatnya ""sekolah ngga? Kalo ngga, sekolah dulu sana, biar belajar""

Padahal saya niatnya mau parkir tapi agak terlalu maju sedikit, dan pas mau putar balik udah dikatain 😭 Entah niat bapaknya apa, tapi harusnya ga perlu ngatain bawa bawa sekolah 🥲 jadi merasa direndahkan",-1
"Sebenarnya lumayan bagus untuk tempat santai bersama keluarga, tapi sayang pantainya banyak sampah dan yang paling berbahaya BANYAK BELING, sangat sangat membahayakan",-1
"Tempat bagus, fasilitas toilet jauh dari standar.
Pesan makan lama datangnya, padahal ga ada pelanggan lain.
Minuman standar.
Pelayanan ramah.
Perlu ditingkatkan...",-1
"Haduh mbak,toiletnya dapet ember aja mau mandi susah,masih tidur udah diusir alus pake sound keras2",-1
"Sering ke tempat ini saat minggu pagi. Lumayan ramai pengunjung mulai dari yang jogging, senam, jalan sehat bersama kawan dan keluarga. Terdapat berbagai jenis jajanan juga buat yang suka kulineran. Jalan aspal bagian belakang perlu perbaikan, toilet laki air flushing nya rusak.
Sedikit kecewa dengan pungutan biaya parkiran dan toiletnya. Kota besar seperti Balikpapan harusnya gratis untuk fasilitas umum seperti itu.",-1
"Gazebo mahal tembak harga ndk sesuai, pokok nya klo ngecamp jangan disini bdk bagus",-1
"Area kamping pinggir pantai luas, dan lumayan bersih.
Harga 100 ribu/org
(Untuk anak dibawah 3 tahun gratis)
Sudah termasuk biaya kemping, instalasi listrik dan kamar mandi.
200 ribu sewa 1 tenda..
Kami sekeluarga 10 org dewasa
1 juta + 3 tenda Rp600 ribu
Hanya saja perlengkapan lampu untuk kemping di area seluas itu belum mumpuni... Untuk kemping weekend saja kabel + lampu ke tenda kehabisan dan tidak ada solusi dari pengurus selain untuk pengunjung usaha sendiri. Tidak menerima pembatalan/pengurangan pembayaran..
Pengunjung diwajibkan berbesar hati berkemah dalam kegelapan.",-1
Jauh & kurang terawat. Tempat lumayan gelap & kurang penerangan. Kurang promosi. Tdak banyak yang tau tempat ini,-1
Gila bener mahal amat tiket masuknya dihitung per orang 20rb...padahal begitu masuk biasa aja viewnya mana akses masuk sempit jika berpapasan sesama mobil,-1
"We visited here today with our children expecting different. This is sadly not very nice to visit or play, please save your time and experience something else in Surabaya. The playground is broken, there’s a lot of dirt and not very well maintained garden, plants or bamboo. Side street vendor for a cafe, there is a walking path/road around the place which is very broken. Unfortunate to see such a place so run down which has so much potential. We were however happy to get outdoors and at least walk around in some fresh air.",-1
"if you're looking for this white building with ""MayBank"" sign on it, it's NOT HERE.
Instead, it should be ""de Nutsspaarbank te Soerabaia"" in Google Map.",-1
Harusnya di dipisah transaksi online dan non online..antrian panjang dan ribet..knp ribet kalau bisa lancar.fasilitas juga biasa aja..pemkot jangan bikin repot warga yang pingin berlibur,-1
sangat-sangat mengecewakan. Lokasinya kotor(kemproh) banget. Hanya untuk orang yang hendak nyekar. Tidak disarankan bagi yang hendak mengenal atau berwisata di tepi laut. Padahal beberapa tahun lalu masih lumayan. Tiket masuk tergolong sangat MAHAL 25rb untuk pantai yang kemproh banget. Dijamin tidak akan balik lagi ke sini kecuali sangat-sangat terpaksa dan tidak ada pilihan lain,-1
"Baru tau sekarang kalau mau foto2 harus bayar 200rb. Terakhir kesini masih banyak pengujung dan bebas layaknya tempat wisata. Sekarang memang sdikit lebih bagus wlopun masih bnyak sampah yg berserakan, sepi pengunjung juga. Ntah memang jdi bayar 200rb atau cuma org cari2 duit. Kalau untuk pre-wed ada fotografer pake kamera profesional bayar segitu masih make sense. Ini make hp juga masa 200rb juga. Mengecewakan.",-1
"Baru aja kesana , masuk bayar 15k motor tempt tidak terawat, seprtinya sdh terbengkalai, pdhl dlu rame dan byk penjual mkaman skrg sepiii, zonk dah uang 15k terbuang sia2😅 hororrrr bnget jd milih lngsung pulang pdhl hari mggu tp gk ada org satupun",-1
Tutup sih pas kesini akses jalannya diblokir dan banyak sampah berserakan dimana-mna. Cuma bisa dipandang dari luar.,-1
"Came here on Thursday at noontime around 2PM. This bridge has no clear information, no sign, no directions on how to go upstairs, and the elevator downstairs in front of Siola building was out of service. It's not the type that clearly see where to up and down like normal bridge. The security of Siola on the first floor told me to go to the third floor to access the bridge. Very pity the two securities at the third floor (corner desk) whose constantly looked at their phone and when I asked direction guide, they rudely said cannot enter bridge only for officers of Siola. I asked so why that bridge was built in the first place. They were extremely rude to shoo me away. Stop us from passing. Go out and in again back and forth for nothing.",-1
"18 Mei 2024.. Banyak pedagang dan kotor padahal jaman walikota sebelumnya gak ada pedagang apa lagi sampai stay pakai meja dll, sekarang di tempat bermain anak banyak pedagang sampai area skate pun juga ada nutupin area skate, heran gak ada yg nertipin sama sekali..",-1
taman bermain untuk anak2. lumayan tapi kurang terawat sih. infonya ramai kalau ada acara seperti musik atau dangdutan. biasa pagi atau malam.,-1
"Taman yang bagus, mudah di jangkau. Sayangnya di sebagian pinggir taman di pakai tempat parkir mobil pribadi penduduk sekitar taman",-1
"Sepertinya tamannya kurang terawat. Perosotan nya ada yang pecah, hati-hati untuk anak-anak yang bermain.",-1
"kecewa banget sama attitude satpam di taman angsa, menegur boleh saja asal menggunakan bahasa yg sopan dan baik serta berpendidikan. salah satu ciri2 satpam yg menegur saya ada bekas jahitan di bibirnya dan satunya membawa sound musik. tolong pihak management untuk memperhatikan dan membina kembali satpam yg bertugas.",-1
"Masuk Rp 5000 utk dewasa. Anak2 <15 tahun gratis.
Masuk langsung naik odong2 harga Rp 10.000 dewasa, anak Rp 5000. Diajak keliling ke rusunawa 😂

Binatangnya ada beberapa aja.. Pada kelaperan. Jadi kalau kesini ya udah bantu2 beli wortel dan kacang panjang deh kasian pada kelaperan.

Tempatnya jelas gak kerawat ya. Beberapa wahana ga dipikirin dengan baik apakah orang kepanasan apa engga. Yah overall kerasa panas dan gersang aja..

Di dalam sini cuma 30 menit, udah selesai.. Kalau mau mending bawa rantang, makan2 di bawah pohon pakai tikar.",-1
"Barusan jalan2 kesana sama anak saya utk muterin taman utk liat angsa2 nya.
Baru 10 menit di area situ sudah ada security nya yg gak sopan disuruh pergi karena belum buka.
Yg saya g paham ini satpamnya kok g ada etikanya ketika bicara seolah-olah dia yg punya taman tersebut.
Ehh ternyata nanya ke petugas kebersihan yg disana memang itu satpam agak arogan dan seperti seenaknya aja sendiri.
Belum jadi jendral msh satpam udah arogan...hahaha lucunya negeri ini.",-1
"Tempat ini bagus tapi saya kurang suka dengan tidak adanya tempat duduk untuk pengunjung yang tidak dapat gazebo untuk di tempati. Kurang di rekomendasikan saat ramai karena kita akan kepanasan tanpa bisa duduk.

View lautnya juga tidak terlalu lebar kebanyakan kita lihat sampah dan rumah tepi sungai di tutup pepohonan bakau di ujung sebelum laut",-1
"Lantai Skatepark banyak yang lubang-lubang parah. Sangat membahayakan bagi para skateboarder yang main, rodanya kalo nyantol bisa nyungsep. Apalagi kalo Sabtu dan Minggu banyak anak kecil yang latihan, sangat bahaya buat mereka. Obstacle juga tidak standard. Kalau bisa di renovasi sebelum ada korban. Yang bangun juga harus kontraktor yang biasa bangun skatepark.",-1
"Pada tahun 2010 ketika saya bekerja di Jl. Dokter Soetomo 33, saya selalu mengunjungi Taman Indonesia Korea _setiap sore. Saya berolahraga dan jogging disini. Waktu itu suasananya enak, taman bersih dan terawat.
Sore ini saya berkunjung untuk bernostalgia dan kecewa. Taman ini terlihat kotor dan tak terawat.
_31 Juli 2023.",-1
"Hari ini, Rabu 31 Januari pukul 14.45 WIB saya dan temen sampai di lokasi ini dengan berjalan kaki dari stasiun. Lokasi tidak buka, sepertinya tidak terawat",-1
"Cuma numpang duduk aja bisanya.
Pesan air kelapa original kok rasa air putih.
Air kelapanya seperti dicampur air gak ada rasa kelapanya, cukup sekali aja.
Rasa gak semahal harga nya.",-1
"Pertama dan terakhir kali ke taman ini, kamis, 02-05-2024 jogging berempat di taman ini, sekitar pukul 5 sore, ketika melakukan jogging, kami berempat didatangi oleh seorang laki-laki yang menawarkan jasa menyemir sepatu dengan pemaksaan. Sudah ditolak dengan sopan tetapi yang bersangkutan tetap memaksa dengan nada pemerasan dan mencoba mengikuti kami berempat. Ketika laki-laki tersebut sudah tidak mengikuti lagi dan kami memutuskan untuk pulang, di depan air mancur SPBU/mie ayam sinar utama, motor teman kami dilempar oleh pria yang sama dengan yang memaksa kami di taman, dan ternyata yang dilempar oleh laki-laki tersebut adalah alat untuk menyemir sepatunya, motor kami dihadang ketika lampu hijau oleh pria itu dengan gestur ingin memukul. Jadi kami berasumsi bahwa kami diikuti oleh pria itu sampai ke seberang jalan.

TOLONG UNTUK DINAS TERKAIT HARAP DIPERHATIKAN KARENA INI MENYANGKUT KEAMANAN DAN KENYAMANAN PENGGUNA FASILITAS UMUM",-1
"DO NOT VISIT!

This place is disgusting, and so unethical. I don't know why I thought it would be natural causes the animals died of and then got taxidermy but nope, some guy goes around hunting and killing all these animals for the thrill. I feel so bad for paying 150k just to support this cruel place. The man who hunts all these poor animals needs throwing in prison. And as I left a van pulled up with a large box on a crate so no doubt another poor animal was being brought in to showcase.... I feel so sad after visiting here.",-1
"Tempat nya agak Jorok dan tukang parkir nya belum lagi apa apa, baru sampai Uda di minta uang parkir Rp.3000 utk Roda dua/Motor. Gak resmi LG Jukir nya. Tolong Pemkot Medan di bantu pake parkir Elektronik biar aman pengunjung.",-1
"Tempat gak terawat, terus kalau malam gelap jadi tempat orang pacaran.. pengunjung yang datang bawa anak kecil jadi risih lihat nya..",-1
"Udah lama ga main kesini. Tapi sekarang kaya ga keurus. Ikannya pada mati. Air sungainya kotor. Rumput ada yg mati dan kering. Tanamannya ga sebanyak dulu lagi. Banyak tempat duduk kayu yg dipinggir sungai lepas. Sayang bgt.

Niatnya ksini buat ajak anak2 liat dan kasi makan ikan, Dulu banyak bgt ikannya. Skrg ga ada sama sekali. Dulu banyak bean beg di rumput, bisa santey. Skrg ga ada.

Jadi klo sekarang ksini cuma buat main lari lari di rumputnya aja.",-1
"Tempatnya lucu, bener-bener memanfaatkan lahan kosong untuk taman terbuka hijau. Walaupun nggak terlalu lengkap vasilitasnya tapi lumayan buat ngabisin waktu sore",-1
"Sepi wisata ini,ga ada pengunjung lagi,tidak keurus rumput pada panjang2,penjaga aja uda sisa beberapa orang,tiket masuk 50 rb/org,tidak seperti dl lagi ramai pengunjung.",-1
"Htm dengan tempatnya Menurutku kurang worth it, hanya ada spot foto itupun hanya sebentar dan membosankan..",-1
"Terakhir ke sini beberapa tahun yang lalu bebas masuk kalau mau jalan-jalan, kemarin saya bawa anak karena ada tugas dari sekolahnya berkunjung ke sini, ternyata sekarang pas ke sini harus pake surat izin kalau mau masuk, bahkan cuma mau foto-foto juga gak boleh.Pejabat sekarang dah serasa kayak raja aja, gak mau terganggu sama rakyat, pas pemilu aja pura-pura peduli, katanya ditutup sejak COVID, lah sekarang udah gak PPKM lagi, memanfaatkan situasi aja kalian.... buat pengumuman tu di depannya, ""TIDAK BOLEH MASUK KALAU Tidak ADA IZIN""... Balaikota itu milik rakyat bukan punya pejabat yang merasa jadi RAJA!!!",-1
"Sayang taman belum rampung dan kurang terpelihara..... Padahal bagus utk kegiatan jalan pagi,  atau rekreasi anak anak kecil. Kolam yang tidak rampung selesai,  masih ada tunawisma, gundukkan plastik sampah yg lama di angkat.... Sayang ......tak terjaga dan tak terpelihara",-1
"mau masuk kesini per orang bayar 5rb, TAPI kawasan sudah tidak terawat terbengkalai, jalan rusak, rumput tinggi, ranting2 hampir menutupi jalan.

sekian info
bdg, 08 oktober 2023.",-1
"Pengalaman pertama yang mengecewakan perihal putra outing disini. Petugas beberapa ada yang kurang sabar dengan putra saya. Tidak rekomen banget untuk anak-anak SD kelas kecil. Kurang petugas penjagaan di setiap spot arena dan ini juga membahayakan keselamatan anak. Pihak sekolah juga kurang tanggap survei tempat outing yang aman dan nyaman. Ini jadi bahan evaluasi saya komplain juga ke pihak sekolahan.
Kemudian untuk petugas mohon diberi pendidikan yang baik bagaimana menghadapi anak yang kurang berani atau penakut atau kurang percaya diri atau ragu-ragu dengan bahasa yang bisa diterima usia anak-anak. Aduhhh trauma saya sumpah💔

Ini bukan ajang gojlokan!!!!

Cukup apresiasi petugas bagian perahu rakit ban karet saja yang saya rasa paling ramah dan tahu hadapi anak-anak kecil. Yang lainnya ampunnn deh.

Mohon maaf jika komentar saya kurang berkenan, tapi ini yang saya alami memang adanya. Biar jadi bahan perhatian dari pihak sekolahan dan pengelola outing.
*kunjungan sekolah kami kemarin jumat 16-2-2024

Terima kasih semoga kedepan semakin baik🌻",-1
Fasilitas sudah uszhur ga ada pergantian,-1
"Di sini ada banyak jasa foto. Perfoto 5 ribu. Hati2 yg mau pake foto jasa di sini, saya kena permainan yg dia bilang saat setelah foto untuk pemilihan foto hanya sekali putaran di kamera dia, padahal sebelumnya saya pernah pake jasa foto di sini sudah dua kali dengan waktu bulan yg berbeda tapi mereka tidak ngotot untuk sekali putaran untuk pemilihan foto.

Kemudian permainan dia yg lain, kita terus diarahkan berfoto yg sebanyak2nya padahal itu untuk ambil permainan keuntungan dia supaya dapat untung banyak. Mending bagus2, lah ini pengarahan gaya foto aja jelek, sembarang diarahkan, hasil foto jg ga bagus2 amat.

Lalu dia berbohong seakan foto kita sedikit, padahal sudah banyak, 26 foto saja dikalikan 5 ribu bisa sampe 130 ribuan, itu terbilang mahal dengan pengarahan gaya foto yg asal jepret dan hasil foto jelek, dibandingkan di tempat wisata yg ada di Ciwidey saya dapat paket 75 foto 100 ribu dengan hasil foto dan berlatar pemandangan foto bagus dan diarahkan gaya yg bagus.

Dari permainan ini seakan kita dipaksa untuk menghasilkan foto yg banyak dengan hasil yg jelek2",-1
"""tidak untuk umum"" inilah yang di katakan penjaga ketika ke taman. sangat membingungkan kenapa taman negara tidak untuk masyarakat?. well pada dasarnya tidak ada yg bisa di nilai karena tidak untuk warga juga hanya untuk pemerintah. jadi otomatis bintang 1. overall. tidak untuk publik. jadi gak perlu jauh jauh kemari. cari tempat lain saja",-1
"This is my first time visiting farm house lembang dan keisni untuk me time karena kebetulan saya dr depok yang ikut ortu dinas ke bandung selama beberapa hari jadi memutuskan untuk ke farm house lembang ini karena lokasinya yang deket hotel, namun saya merasa kurang nyaman selama berkunjung disini. Pertama, dari gate masuk ada mas2 yang ngomong “sendirian aja neng? Mau ditemenin nggak?” Sambil cengengesan sama mas2 lainnya (ada 2 penjaga di gate masuk). Dari situ saya udh ga nyaman, kok bisa ya pekerjanya berani ngomong kayak gt ke pengunjung?! Mentang2 saya sendirian kesana😀 kedua, tiket masuk 35k bisa dituker sama susu dan ini saya kaget size cup susunya kecil banget.. setau saya ngeliat di socmed perasaan size cup susunya gede deh😀 dan untuk tiket masuk 35k, saya merasa kurang worth it dengan aktivitas yang bisa dilakukan di dalam. Hewannya ga banyak dan ini saya baru tau ternyata farm house lembang tuh kecil banget ya😅 saya ngelilingin sampe abis cuman butuh waktu kurang dari 30 menit (diluar main2 sama hewan).  Beneran pas udh selesai kayak “lah udh gini doan?”.. well maybe my expectation was way too high. Terus kemarin kesini pas weekdays dan bisa dibilang cukup sepi untuk tempat yang udh sekecil ini saya ga banyak papasan sama pengunjung lain, cuman pas di zona mini zoo aja baru pengunjungnya keliatan banyak. Dan parkir mobilnya lumayan digetok ya sekitar 10/15k gt saya lupa padahal saya disana gaada sejam😅 yang baru pertama kali mau kesini, silahkan aja tapi jangan berekspektasi ketinggian karena ini blass gt doang..🙏🏻 bangunan2nya juga keliatan (maaf) sedikit usang dan kurang terawat.. mungkin untuk pihak pengelola bisa dilakukan perubahan tema supaya kedepannya ga kehilangan pengunjung🙌🏻",-1
