label,text
-1,came here on thursday at noontime around pm this bridge has no clear information no sign no directions on how to go upstairs and the elevator downstairs in front of siola building was out of service its not the type that clearly see where to up and down like normal bridge the security of siola on the first floor told me to go to the third floor to access the bridge very pity the two securities at the third floor corner desk whose constantly looked at their phone and when i asked direction guide they rudely said can not enter bridge only for officers of siola i asked so why that bridge was built in the first place they were extremely rude to shoo me away stop us from passing go out and in again back and forth for nothing
-1,mei pedagang kotor jaman walikota gak pedagang stay pakai meja dll bermain anak pedagang area skate nutupin area skate heran gak yg nertipin
-1,taman bermain anak lumayan terawat sih infonya ramai acara musik dangdutan pagi malam
-1,taman bagus mudah jangkau sayangnya pinggir taman pakai parkir mobil pribadi penduduk taman
-1,tamannya terawat perosotan nya pecah hatihati anakanak bermain
-1,kecewa banget attitude satpam taman angsa menegur bahasa yg sopan berpendidikan salah ciri satpam yg menegur bekas jahitan bibirnya satunya membawa sound musik tolong management memperhatikan membina satpam yg bertugas
-1,masuk rp utk dewasa anak gratis masuk langsung odong harga rp dewasa anak rp diajak keliling rusunawa binatangnya aja kelaperan kesini ya udah bantu beli wortel kacang deh kasian kelaperan tempatnya gak kerawat ya wahana ga dipikirin orang kepanasan engga yah overall kerasa panas gersang aja menit udah selesai mending bawa rantang makan pohon pakai tikar
-1,barusan jalan kesana anak utk muterin taman utk liat angsa nya menit area situ security nya yg gak sopan disuruh pergi buka yg g paham satpamnya g etikanya bicara seolaholah yg taman ehh nanya petugas kebersihan yg disana satpam arogan aja jendral msh satpam udah aroganhahaha lucunya negeri
-1,bagus suka duduk pengunjung gazebo tempati rekomendasikan ramai kepanasan duduk view lautnya lebar kebanyakan lihat sampah rumah tepi sungai tutup pepohonan bakau ujung laut
-1,lantai skatepark lubanglubang parah membahayakan skateboarder main rodanya kalo nyantol nyungsep kalo sabtu minggu anak latihan bahaya obstacle standard renovasi korban bangun kontraktor bangun skatepark
-1,jl dokter soetomo mengunjungi taman indonesia korea sore berolahraga jogging suasananya enak taman bersih terawat sore berkunjung bernostalgia kecewa taman kotor terawat juli
-1,rabu januari wib temen lokasi berjalan kaki stasiun lokasi buka terawat
-1,numpang duduk aja bisanya pesan air kelapa original air putih air kelapanya dicampur air gak kelapanya aja gak semahal harga nya
-1,kali taman kamis jogging berempat taman sore jogging berempat didatangi lakilaki menawarkan jasa menyemir sepatu pemaksaan ditolak sopan bersangkutan memaksa nada pemerasan mencoba mengikuti berempat lakilaki mengikuti memutuskan pulang air mancur spbumie ayam sinar utama motor teman dilempar pria memaksa taman dilempar lakilaki alat menyemir sepatunya motor dihadang lampu hijau pria gestur memukul berasumsi diikuti pria seberang jalan tolong dinas terkait harap diperhatikan keamanan kenyamanan pengguna fasilitas
-1,do not visit this place is disgusting and so unethical i dont know why i thought it would be natural causes the animals died of and then got taxidermy but nope some guy goes around hunting and killing all these animals for the thrill i feel so bad for paying k just to support this cruel place the man who hunts all these poor animals needs throwing in prison and as i left a van pulled up with a large box on a crate so no doubt another poor animal was being brought in to showcase i feel so sad after visiting here
-1,nya jorok tukang parkir nya uda uang parkir rp utk roda duamotor gak resmi lg jukir nya tolong pemkot medan bantu pake parkir elektronik biar aman pengunjung
-1,gak terawat malam gelap orang pacaran pengunjung bawa anak risih lihat nya
-1,udah ga main kesini kaya ga keurus ikannya mati air sungainya kotor rumput yg mati kering tanamannya ga duduk kayu yg dipinggir sungai lepas sayang bgt niatnya ksini ajak anak liat kasi makan ikan bgt ikannya skrg ga bean beg rumput santey skrg ga klo ksini main lari lari rumputnya aja
-1,tempatnya lucu benerbener memanfaatkan lahan kosong taman terbuka hijau nggak lengkap vasilitasnya lumayan ngabisin sore
-1,sepi wisata iniga pengunjung lagitidak keurus rumput panjangpenjaga aja uda sisa orangtiket masuk rborgtidak dl ramai pengunjung
-1,htm tempatnya menurutku worth it spot foto itupun sebentar membosankan
-1,bebas masuk jalanjalan kemarin bawa anak tugas sekolahnya berkunjung pas pake surat izin masuk fotofoto gak bolehpejabat dah serasa kayak raja aja gak terganggu rakyat pas pemilu aja purapura peduli ditutup covid udah gak ppkm memanfaatkan situasi aja pengumuman tu depannya masuk izin balaikota milik rakyat pejabat raja
-1,sayang taman rampung terpelihara bagus utk kegiatan jalan pagi rekreasi anak anak kolam rampung selesai tunawisma gundukkan plastik sampah yg angkat sayang terjaga terpelihara
-1,masuk kesini orang bayar rb kawasan terawat terbengkalai jalan rusak rumput ranting menutupi jalan sekian info bdg oktober
-1,pengalaman mengecewakan perihal putra outing petugas sabar putra rekomen banget anakanak sd kelas petugas penjagaan spot arena membahayakan keselamatan anak sekolah tanggap survei outing aman nyaman bahan evaluasi komplain sekolahan petugas mohon pendidikan menghadapi anak berani penakut percaya raguragu bahasa diterima usia anakanak aduhhh trauma sumpah ajang gojlokan apresiasi petugas perahu rakit ban karet ramah hadapi anakanak ampunnn deh mohon maaf komentar berkenan alami biar bahan perhatian sekolahan pengelola outing kunjungan sekolah kemarin jumat terima kasih semoga kedepan
-1,fasilitas uszhur ga pergantian
-1,jasa foto perfoto ribu hati yg pake foto jasa kena permainan yg bilang foto pemilihan foto putaran kamera pake jasa foto kali yg berbeda ngotot putaran pemilihan foto permainan yg diarahkan berfoto yg sebanyaknya ambil permainan keuntungan untung mending bagus pengarahan gaya foto aja jelek sembarang diarahkan hasil foto jg ga bagus berbohong seakan foto foto dikalikan ribu sampe ribuan terbilang mahal pengarahan gaya foto yg jepret hasil foto jelek dibandingkan wisata yg ciwidey paket foto ribu hasil foto berlatar pemandangan foto bagus diarahkan gaya yg bagus permainan seakan dipaksa menghasilkan foto yg hasil yg jelek
-1,penjaga taman membingungkan taman negara masyarakat well dasarnya yg nilai warga pemerintah otomatis bintang overall publik gak kemari cari
-1,this is my first time visiting farm house lembang keisni me time dr depok ortu dinas bandung memutuskan farm house lembang lokasinya deket hotel nyaman berkunjung gate masuk mas ngomong aja neng ditemenin nggak cengengesan mas penjaga gate masuk situ udh ga nyaman ya pekerjanya berani ngomong kayak gt pengunjung mentang kesana tiket masuk k dituker susu kaget size cup susunya banget setau ngeliat socmed perasaan size cup susunya gede deh tiket masuk k worth it aktivitas hewannya ga tau farm house lembang tuh banget ya ngelilingin sampe abis cuman butuh menit diluar main hewan beneran pas udh selesai kayak udh gini doan well maybe my expectation was way too high kemarin kesini pas weekdays dibilang sepi udh ga papasan pengunjung cuman pas zona mini zoo aja pengunjungnya keliatan parkir mobilnya lumayan digetok ya k gt lupa disana gaada sejam kali kesini silahkan aja berekspektasi ketinggian blass gt doang bangunannya keliatan maaf usang terawat pengelola perubahan tema kedepannya ga kehilangan pengunjung
-1,buruk bgt dah turun dr lembang curam bgt jalanan bolong sempit habisin kampas rem ya tiket masuk rb bener gak worth it karna dalamnya bau bgt panas bgt nyamuk gak terawat minuman binatangnya lumutan binatang pd kelaperan liat burung lembang park zoo aja aviarynya bersih bgt ga bau ga kotoran gak kayak
-1,yg menarik bingung kampung wisata yg sungai dgn air yg kotor yg dipakai mancing yg berwisata kampung berjalan plta masuk gang sempit yg motor arah sekolah alam diteruskan curug dago arah kiri dago tea house arah kanan diteruskan jalan setapak sekolah international tangga seribu taman hutan raya kampung wisata dago pojok parkir mobilnya aja itupun parkirnya disepanjang sungaj yg jalannya sempit
-1,sungainya kotor
-1,liburan sekolah bawa anak saudara kunjung kolam renang kolam renang daerah bogor depok bandung kota subang purwakarta soreang dsb masuk kolam renang kecewa margacinta park daerah buah batu parkir fasilitas valet alias bayar parkir tambahan diluar bayar parkir masuk area kolam renang marga cinta bandung kunci mobil valet kuncinya disimpan disininamun masuk nyimpen barang beli tiket barang yg ketinggalan pas area parkir mobil cari parkir kolam renang pindahkan area kolam renang sy pake motor lokasi parkir dmn mobilku sungguh kapok mampir fasilitas parkir fasilitas yg layanan makanan yg pesan krn masuk kolam renang gk bawa makanan pesan mie rebus gak lgs diantar pembeli diamkan bilangnya gk yg ngantar mie rebusnya ngembang alias beukah org sunda mah simak videonya bawa rombongan orang biaya masuk orang tanggal april pelayanan gk sebanding dgn biaya tiket masuk pelayanan puas parkir puas fasilitas valetvip kunci mobilnya petugas parkir mobilnya diparkir diluar area kolam renang marga cinta tepatnya dilapangan lahan kosong panas konfirmasi mobil sy kelokasi parkir pake motor kebayang jauhnya jalan kaki petugas parkir bilangnya valet mindahin mobil lapangan lahan kosong diluar area kolam hati berbahaya kamar mandi bilas licin kali area kolam kamar bilas yg terpeleset air bilas sebelah waterboom gk air tempatnya bau cek video foto nya bawa makanan pas mesen makanan area kolam makanan indome rebus ayam bawang telor mahalnya gak rp melebihi harga rest area tol wisata kolam renang udah gitu nunggu pesanannya ampe krg lbih menitan pas mie rebusnya udah megar mie nya mengembang krn parkir mahal jam dihitung flaat parkir jam menit biaya parkir rp parkir valet rp lahan parkir sempit
-1,masuk kesini gara paket bundle lodge maribaya eh spot nya cocok anak makan nyaman lalatnya
-1,enak nongkrong makan nasi merah rupiah haha
-1,jelek gada musholanya makanan cabe ngasih makan jualan cabe
-1,mari harga tiket masuknya tertera seharga rp ribu orang seninjumat bukti tanda masuknya tertulis rp ribu bukti tanda masuknya aja diperbaharui penipuan masuk kondisi langsung tuh kaya hutan perawatan minim fasilitas terawat oh how the mighty have fallen pas main tuh kaya dinantinanti mainmain hutan pohon pinus aduuuh sedih banget anakanak hobinya mall wahana danau jembatan gantung first of all jembatannya meragukan disebrangi pas ujung jembatan it leads to nowhere sedih kalo ngelihat hutan kota kaya gini terjaga dibandingkan hutanhutan kota singapura jogging kayanya aja deh jalur hutan punti kayu dibuatkan trail orang bertualang sayang trail tersisa ditumbuhi rumput ragu melangkah takut disergap ular danatau binatang melata hutan punti kayu hutan wisata taman wisata alam beneran hutan konotasi melekat kosakata hutan kesini nyari foto kayanya dicari angleangle oke foto thats it kalo bertualang wisata hutan menyenangkan dana ya pengelolanya menerapkan tiket masuk kepedulian instansi terkait mengelola profesional
-1,dstang pagipagi terurus sih spanduk wisata lampu malam
-1,dak rekomendasi makan menunggu ampir menit rame alasan management pas semoga komen jelek bikin cepat berbenah bangkrut
-1,layanan ramah lokasi sewa ban yg tua pakai kaca mata muka bopeng putih demoul bedaksangat kecewa pelayanan dimana brtanya pompa ban beliau banting ban mompa ban sewaan posisi buang muka jelek juteknya membelakangi sayabukan menyapa banting bannya menjaditerus krna sy pengunjung berhak utk brtanya fasilitas keramah tamahanmaaf mbak bs pompa ban dijwabnya bnyak kerjaanoh jd gk bs ya mbakbukan gk bs mbak ban gini perasaan deh ban besarkalo dibayar y mompa y tinggal bilang aja gk marah sm pengunjungsaya pompa aja mbak bisaaku nih lg sibuk mbaknanti ajajawabnya sambillariterus sy diusirdisana pompa banamit deh cabang bayi karyawan kayak ginisdh x sy brkunjung kesini si jutek parah juteknyamashaa allahmikir deh kesini lg ketemu si jutekpake hijab tp kasarsedih banget adh bayar mahal dimarah hnya krna pimpa bangimana bnyakpengunjungkalo yg ditemui muka jutex pelayanan kayak gini ya allahampun deh kecewa sekalisulit banget tuk dimaafkan wahana cat ulang biar menarik krena saingan sdh bnyak lohdi lg karyawan ban yg kasar pelayanannya
-1,kotor sampah berserakan bau sedap sampah menumpuk air diretensinyatidak sehat jogging sekedar bersantaidulu palembang dikenal dgn kota bari cerminan bersih aman rapi indahdimana sampah menumpuk berserakansungguh bikin nyaman
-1,sepi tempatnya panas banget gak hiburan karna pas lebaran orang emang gak disuruh jualan jauhjauh kesini gak worth it
-1,gambar
-1,kotor sampah berserakan bau sedap sampah menumpuk air diretensinyatidak sehat jogging sekedar bersantaidulu palembang dikenal dgn kota bari cerminan bersih aman rapi indahdimana sampah menumpuk berserakansungguh bikin nyaman
-1,gambar
-1,dy tuu tujuah
-1,profit dipake foyafoyan aja coba manage kolam lumutanny kek renovasi layak pijak sebelas belas kek krabby land
-1,kondisi jalan oleng pengendara bermotor kecepatan aspal alihalih pengecoran semen
-1,la buruk nya lorong underpass kejadian tanggal juni pagi org begal yg tdk dikenal membawa celurit ukuran yg muncul dr arah yg tdk hnya mengambil motor sy ttapi skalian membunuh sy smpai skrg motor sy tdk tp trauma nya msh terbayang smpai yg buruk ny dibwah underpass tdk cctv pos polisi krn d bwah situ yg berbahaya dbndingkan bgian untk yg berhati klo emng ad cr nangkep sipembegal bakar aja hidup biar dy tau rs ny org yg kena begal
-1,supir kenek nya nakal suka naikin penumpang sembarang ga toilet karna jalan k toilet nya ketutup penumpang dibikin dr jalanandan ac nya mati perjalan dr kota palembang smpe kota tangerang ngap panas baukmau pipis kepaksa nahan
-1,bahaya main air pelampung semoga tiketnya asuransi
-1,salah taman ditengah kota tp perhatian pemkot sarana permainan yg layak pakai smoga direvitalisi
-1,tempatnya bagus biaya masuk murah sepeda kena plus biaya masuk orang kepala sepeda motor plus biaya masuk orang kepala mobil plus biaya masuk orang kepala cocok mengajak anakanak keluarga kesini sayang penyewaan motoran udara segar ditemukan penumpukan sampah sampe jatuh sampah
-1,aipenuh sampah plastik dimano toilet dikit nian yg buka cak toilet baeselebihnyo dikunci jadikan jakabaring nih bisnis dak papolah bareng swasta adoke les cak les berenang les volly dll dripada terbengkalai mak jadike tempatnyo bersih nian bisniske bae les smuonyo dibuka danaunyo segalonyo bersihhhjadike mahal dak papo terawat nian tp mahal nian gek katek yg nak kesanokatek yg nak ngeles puloo klo mahal
-1,mantap pemandangan indah
-1,cantik n rapih ajak anak kesini kalo weekend sekedar keliling kolam refleksi kaki dibebatuan khusus skg terkesan terurus petugas yg menyapu taman mengambil dikolam taman sedap dipandang karna bekas tiang lampu taman didulu dipasang digeletakkan ditaman sayang dipindahkan dipasang ditempat satunya taman ramai layanan pembuatan sim keliling perpanjangan surat kendaraan semoga dipugar diberdayakan pengunjung menjaga kebersihan kerapihan tangan dg corat coret buang sampah sembarangan
-1,taman fly over sdg berantakan krn terkena dampak pembangunan lrt not recomendded utk refreshin
-1,kritik saran akses jalan masuk gerbang jalan utama pos petunjuk lumayan tricky gerbang tempatnya semoga ditambah rambu pos yg mengarahkan pengunjung perawatannya kyk ga urus titik fasilitas diperhatikan toilet mushola rumput yg kalo kena celana nempel dicelana lumayan bikin gatel sih transformasi wahana outbond sih enak kayaknya daerahnya menunjang semangat wisata lokak sumatera selatan
-1,manfaatkan wisata
-1,mantan kota provinsi taman tergolong jelek terawat dana cair membuatnya dipikirkan perawatan kedepannya naif melontarkan slogan banjarmasinbungas kenyataan infraststruktur pola pikir warganya keterbelakang site plan taman bagus memanjang mengikuti sungai berhadapan siring sebrang spot pemandangan bagus menara pandang siring sebrang fasilitas area jogging track pedestrian dipadu taman area bawahnya bagus ditambah sculpture km area entrance maaf desainnya jelek jelek desain area pandangan orang sungai sebatas kerangka banjarmasin memiliki sungai memanfaatkan poin utama wisatawan menikmati pemandangan indah ngeblend sungai daratan kesan desain taman pembeda darat sungai disayangkan kesal parkiran khusus pengunjung taman pengunjung nitip kendaraan memanfaatkan sarana bus kota emang sih parkiran iya memanfaatkan jalan udah cerminan penataan kotanya semerawut terkontrol peraturan pkl gimana ya bisabisanya leluasanya berjualan memadati pedestrian taman seenak jidat sirik rezeki orang kali pemerintah bikin kawasan kantin gitu khusus jual makanan area taman ya khusus area taman ga terganggu orang berjualan udah gitu buang sampah sembarangan hadeh the real banjarmasin bungas tulisan pemerintah warga banjarmasin sadar lingkungan rumah terparah lihat kenyataan paman klotok membuang sampah makanan sungai ringan tangan dipikir sungai mata pencaharian beliau sayang udah budaya males dirubah
-1,tamannya hewannya terawat dirawat tarik anak
-1,sayang berkunjung tgl pagi kondisi terawat rumput liar ruangan ikan kosong satwanya ular piton tdk binturong lesu makan rusa mudahn kedepannya ditambah yg jantan mudahn kedepannya hewan endemik kalimantan macan dahan kucing batu kucing hutan menggembirakan burung merak nice semoga pemerintah kota banjarmasin pemprov kalsel memperhatikan perawatannya kebersihannya petugas hewannya dll banjarmasin kebun binatang pulau jawa satunya binatang ya taman satwa jahri saleh
-1,anak anak nyusup manjat pagarr nga bayar tiket sangatt mengganggu nga adabb loncat loncat duduk mushola saran tambahkan pagar kawattt anak anak aja nyusupp pencuri buruk lagisaya tau bagus hewan dalamnnya sajaa pentingg
-1,kelola kotor kandang playgroundnya bnyk rusak satwanya sayang banget bagus edukasi anak semoga tindaklanjuti dinas terkait aamiin
-1,taman satwa minusnya sih tempatnya rawat dibersihkan terbengkalai terawat kotor nyamuknya satwanya terbatas rusa ekor burung merak elang kakak tua jenis monyet buaya bermain anak terawat kotor
-1,tempatnya sederhana tp lumayanlah utk mencari suasana alam desa yg tenang
-1,tempatnya terawat sayang duduk gazebo patung biuku
-1,kesini dibuka layak pakai bener bener terbengkalai wahananya
-1,kolam renangnya terurus byk sampah disamping pas masuk kolam keliling kecilnya kotor airnya sampahnya jga
-1,kotor bau sedap tdk terurus kolam yg sekeliling kotor jorok jalan sdh baiki tp ttp tdk memuaskan
-1,airnya keruh parah berlumut bikin males nyebur shower bilasan mandinya bangeeet gak deras gak bersih mandi bilas harga k orang weekday gak worth it banget sih wahana murah gak gak perbaikan
-1,hujan genangan air jg jalan yg amblassepertinya perawatan sayang
-1,taman olahraga lapangannya luas dijadikan bermain voli temboknya anak korban bola voli kepalanya sore melapor pengelola melapor satpol bertugas pos orang jawabanya tanggung menegur tegur bola kaki plastik bola voli keras pelayanan satpol pp cepat merespon duduk ditempatnya bermain hp kejadian sabtu tgl mei tolong satpol pp malas bergerak kejadian cepat merespon bikin jengkel orang tua satpol pp bertugas kelapangan menegur pemain voli pemain voli melanjutkan permainannya
-1,sayang bersejarah peninggalan abad kondisinya terurus area tanah yg luas dibangun replika rumah adat daerah sulsel sayang terawat taman gersang orang replika rumah adat nongkrongpertemuan gitu dijaga biar terawat rusak kecewa dinas pariwisatanya gimana
-1,halhal tipikal yg wisata disuruh bayar rptenda pemilik warung minuman dingin lokasi yg pemilik pantai menginap pakai tenda malam pemberitahuan tanda apapun bayar parkir rpmotor kebersihannya kacau
-1,pelan pelan ngamen parkir liar dlm lok anjungan dgn modus pakekan pembungkus pd helm pengunjung nya sudh nyaman nya pengamen parkir liar
-1,makasudnya tiket parkir mobil rb dibayar diawal rb parkir maksudnya utk bilas rb kepala anak d rb tepok jidat dah
