Rating,Review
1,this place is a shame this place needs to be close its unethical and they keep rare wild animals in cage this should be illegal for people asking where are the tarsius i will answer they are dead tarsius cant stay alive in captivity a lot of scientific studies that you can easily find on google shows that tarsius in a cage will smash his own head on the cage hes doing so to try to free himself sadly his skull is very fragile and will eventually break this place is a shame for thewellbeingg of animals i hope you will close
1,pungli mengerikan depan udah d berentiin bayar 10rb per mobil masuk bayar 10rb per orang pas klwr bayar parkir 10rb per mobil mungkin tau bukan org lokal jd bener2 d 8kerjain tdk worthed sama skali mending ujong blang banyak pilihan cafe pinggir pantai
1,kecewa sih udah datang jauh2eh tak sesuai foto2 beredar tempat nya tempat terbengkalai terus sesuai nama tempat gak rekomen sih jadi terasa mahal tiket 25 ribu tempat
1,tak sesuai ekspektasi fasilitas alangkadarnya akses lokasi full debu ga kebayang disaat hujan tuh jalanan tak tertata rapi tanami pepohonan buat berteduh tarif parkir 10k buat yg lokasi pikir ulang kecewa
1,per juli 2019 lokasi wisata layak dikunjungi semua fasilitas yg hampir semuanya kayu hancur
1,tempat kurang terawat mau naik wahana jadi ngeri naik bianglala dalamnya sangat panas terpanggang petugas lumayan ramah membantu saran coba lihat2 dulu area wahananya jangan langsung beli terusan
1,indah sekali pemandangan kota pangkal pinang terlihat atas bukit kejora
1,taman baca hayluz tbh satusatunya perpustakaan kota baubau sulawesi tenggara konsep ruang terbuka lengkap aneka macam tanaman hias taman baca hayluz tak hadir berangkat cinta kesadaran sekelompok kecil anak muda menumbuhkan minat baca lingkungan tempat tinggalnya taman baca hayluz cinta lingkunganku perlu membaca kata pendiri tbh zulyah alagraph rabu 3052018 pendiri zulyah pemilik taman baca hayluz perempuan kelahiran juli 1990 alumnus jurusan jurnalistik universitas islam negeri uin alauddin makassar membangun pondok sederhana halaman rumahnya september 2016 zulya rutin melapak bacaan gratis pantai kotamara baubau sore akhir pekan dulu gelar masingmasing bersama satu orang teman namanya lia lapak bibliofilia satu namanya faldin melapak sendiri akhirnya disatukan satu samasama cinta buku katanya bermodal koleksi buku pribadi januari 2017 tepatnya halaman rumahnya jl betoambari no 45 taman baca hayluz berdiri kata zulyah biar cuma akhir pekan ditanya tb hayluz berdiri
1,kalo renang sekedar datang sangat rekomendasitapi kalo nginap sarankan dibicarakan baik2 fasilitaa apa ajaseprti pernah team alamipas chekout dihadapkan situasi pemakaian listrik berelebihankarna lampu sorot kolam renang sedang dibatasi hnya sampe jam 11dan situasi apa masuksebelum masuk ruang kamar ajak petugas sama2 melihat kondisi kamarnyakejaduan temanku yg menempati kamar tersebutpas masuk mngkin meja tersebut retak posisi persis belakang pintupas dibuka langsung kena pintuakhirnya balik tempat verifikasi
1,baru aja kesana masuk bayar 15k motor tempt terawat seprtinya sdh terbengkalai pdhl dlu rame byk penjual mkaman skrg sepiii zonk dah uang 15k terbuang sia2 hororrrr bnget jd milih lngsung pulang pdhl hari mggu tp gk org satupun
1,terawatareanya lumayan luascuma sayangnya terawat dgn baikutk restonya jgfailedpiringnya rada kotorgelas jg kotortoilet jg kotormeja2 jg kotorbnr2 kurang trawatalangkah baiknya dperbaiki smua bs mengundang wisatawan lokal dr luar kota
1,perna bermain bola dngn teman tman
1,penghuni asrama mimika pasmi pergi kelereng pantai holtekam berpisah liburan natal yg tdk libur yg berlibur bersamasama
1,terminal mandalika menyediakan bus tujuan kuta mandalika sercuit jm 8 pagi jm 9 pagi
1,terawat kotorbanyak sampah ayunan berkarat mau putusbahaya buat anak2 harga tiket lebaran 10 rb tiket resmi parkir mobil 10 ribu hahahahahahahahaha kocak
1,view danau bagus udara sejuk sayang lokasi ter urus tanda menuju lokasi jelas rajin tanya tanya penduduk setempat sangat ramah naik mobil direkomendasikan jalan lokasinya sempit cocok nya naik roda
1,pioneer camp sangat mengecewakan pergi menikmati pantai disini banyak punglinya bila kalian membaca review sebaiknya berpikirlah ulang datang kesini pertama kena biaya tiket 10000 rupiah katanya tiket diambil kampung tersebut mulai masuk lokasi jalannya jelek kedua ditempat parkir kena biaya parkir 10000 rupiah katanya beda pengelola mengutip tiket pertama ketiga kena biaya 5000 rupiah per orang masuk area pioneer camp protes banyak katanya bayar biaya kebersihan fasilitasnya jelas bukan orang pertama kali pergi pantai paling parah pengelolaan tempat rekreasi diambil alih pemda lhokseumawe jangan dikelola sama penduduk jelas sebaiknya berekreasi kemari cari pantai2 kota lhokseumawe
1,usia 2 tahun ikut sama kedua orang tua main dicurug sawer aktivitas ibu berkebun disamping curug amoh milik ditanah milik aki jaka atas air terjun curug sawer kalau air terjun curug sawer menanam padi ditanah milik nenek hatmi rutinitas kegiatan orang tua nyangkul nanam padi panen musim nanam padi dulu disekitar pesawahan disamping air terjun sumber airorang sunda bilang burialan air keluar tengah sawah pinggir sawah diburialan banyak sekali berbagai ikan kecil disebut orang sunda ikan benteur paray endol jadi mainan asik mengambil ikan alat bakulboboko diisi nasi sedikit direndamkan air tersebut nasi sebagi alat memanycing ikan ngumpul masuk bobiko kalau terlihat kumpul diangkat boboko ikan ikan kecil banyak beberapa kali menaruh boboko kosong dikasih nasi sedikit isi kelapa disaat istirahat orang tua waktunya makan siang kadang dipepes dibakar ikan kecil kecil utu dipanggang pake lidi kelapa nah atas pesawahan bawah tebing banyak sekali bangkoang tumbuh sendiri bebas pulang rumah selalu bawa bengkoang hasil nyari pingir air terjun curug sawer cabe rawit tumbuh bebas sekarang tetap lestari lumayan buat nyambel mah mudah mendapatkannya ditahun 2002 pernah menanam cabe dilahan milik pak mahmud nyampai air terjun ribuan batang cuma sekali panen selanjutnya banyak bebas memetik buah cabe tersebut baik nyambel dirumah orang mengunjungi maupun warga aktifitas air terjun cita cita menata air terjun satu air terjun jadi tempat menghasilkan bertema pertanian baik cabe jagung semangka dsbnya apa selaku orang membuktikan berbagi tanaman cocok diproduksi disekitar desa mandalamekar desa mandalahurip kec jatiwas kab tasik malaya jadi dibangkitkan disegi pertanian memanfaatkan lahan disekitar terjun sahabat mengunjungi tak bosan main air terjun segala hasil tani dikosumsi dilokasi maupun buat keluarga dirumah murni petani air terjun sayang detik menulis digogle baik pemerintah setempat sadar air terjun curug sawer jadi sumber pendapatan lebih baik masyarakat desa menantikan sosok sosok orang jelas membangun dialam desa nyata dikelola bila punya modal cukup bukan petani biasa perlu bantuan orang manpun membuat pergerakan masyarakat sekian coretan barang kali mau kerja sama membentuk kegiatan masyarakat didesa bertemu digubuk kampung ciomas atasnya air terjun tak butuh orang orang pandai membuat wancana banyak gagalnya saatnya beraksi nyata wasalam
1,tempatnya menang luas aja gk yg dlihatgak terawatkurang bersihkyk gak petugas kebersihanmushola jg gk terawatjual makanan jg mhalksni pas hari minggu tp yg dtng gak rame mngkin bnyak yg kecewasekali dtng hbs tu gk mau dtng lg gak sesuai harapan sih
1,berisiko berada tikungan jalan kamar kecil air buruk
1,tempat wisata ziarah yg penuh parkir liar banyak tukang palaknya tempat yg dijaga dikelola malah dipenuhi oknum2 parkir premanisne yg mengganggu membuat resah
1,this is indeed a beautiful place with some magnificent trees but it is advertised as a hot spring with a swimming pool which is not really true i arrived on a weekday especially from jakarta what a waste of a two hour drive the only hot springs experience is a small cubicle with a bath full of luke warm mineral water im sure it could be therapeutic but then dont advertise it as a hot spring compared with the hot springs in bandung it is a joke the swimming pool was closed for cleaning not recommended
1,tempatnya enak pelayanannya mengecewakan cukup sekali 
1,jangan datang kesini tempat dibuka layak pakai bener bener terbengkalai wahananya digunakan
1,penataan layak tempat wisata jalan kendaraan roda 4 tersedia berupa tanah kering keras lahan parkir disediakan semua pembenahan alat berat beroperasi semoga tahun depan selesai dinikmati tempat wisata
1,fasilitas perbaiki banyak mainan rusak bikin gazebo kek sama perbanyak pohon
1,as a foreigner you pay 25 000 rupiah 10 000 for the locals and you have no explanations whatsoever at least in the water palace there are many guides who explain stuff and show you around here its just a big empty space the local people get tour guides though
1,entahlah mending dikasih htm tiap masuk titik lokasi main air dikenakan 5rborang disana kurang lebih 3 4 titik main air masuk area dimintain seiklasnya kirain dah bebas main air dimanapun eh ternyata  tiap toilet bayar ganti baju bayar disarankan kalau main air pake sandal dasarnya batu2 sakitlicin lihat ular kayak anakan anaconda untung dah selesai main air bocil2ku cuma penasaran aja hari minggu rame polll cukup 1x deh ngobatin rasa penasaran parkir motor 5rb toilet 2rb3rb main air tiap titik lokasi 5rborang htm seiklasnya saran mending dikasih htm yg jelas eksplore sepuasnya drpd gini heemmmmmmmm entah bagaimana konsepnya
1,tlg perbaiki lg smua fasilitas2nya terutama kamar mandi
1,wahana yg paling panassss pengap ga sirkulasi udara matahari kalah panas keluar dr sini langsung pusing sakit kepala parah
1,ngeri pas kesana dipaksa ngasih uang padahal sdh ngisi kotak amal disediakan mau keluar dr makan kuncen nya bicara nada mengintimidasi kemudian sm penjaga pintu diminta ngasih uang kuncen nya jalan arah tempat parkir diikiti bbrp orang maksa minta uang serem banget deh berasa aman
1,panas banyak angin masuk 1 pedmot 2 orang rp 13k bonsai letaknya bukit penuh pohon jati kering habis bakar jadi panas banget kalo mau foto bayar 1 spot foto rp 2000 paket 5 spot foto rp 5000 jauh pusat kota
1,tempat n makanannya tersedia banyak tukang jualan gerobak disana
1,view cakep buanget parkiran luas terjal becek meskipun hujan usai jembatan sebagian lapuk datang bawa rombongan pelayanan restoran ala kadarnya jangan pesen kopi ekspektasi tinggi espresso machine grinder kopinya pakai sachet petugasnya menyampaikan sendiri order capucino no sugar black americano kak kalo ga pakai gula cappucinonya manis soalnya tinggal seduhtrus mesin buat apa yaa taruh aja disini apologize harga 23rb nett sangat sangat menipu
1,pengurus nya pemalas datang jumat 19 april 2024 jam 1400 alasan dibuka umum rombongan tamu khusus mau berkunjung lah apa salahnya tetap dibuka umum meski tamu rombongan khusus sebuah organisasi memangnya kunjungan tamu biasa berjumlah 2 orang mengganggu tamu khusus memangnya minta pemandutour guide penjelasan makanya gamau dibuka iya kalo tamu khususnya presiden dimaklumi alasan keamanan samasama publik kesimpulan buat turis turis luar jangan mau buang buang waktu sini cuma buat lihat museumnya tutup alasan cukup konyol jadwal tamu rombongan khusus mending gunakan waktu berharga tempat wisata update bacalah balasan pengurusnya menyalahkan membaca padahal baru update google work hours 1 week ago terhitung menulis revisi review review hari ditanggali 30 april 1 minggu 30 april 23 april berkunjung 19 april kalo mau berkembang terima kritik saran malah menyalahkan pengunjung cerdas wkwkwk tolol
1,tukang parkirnya bego depan parkiran banyak tp mobil tahan tengah bikin stuck macet parah utk pungli okelah separah tanjung kait
1,mengerti lokasi pasar marakas sebut taman marakas pondok unggu bukan lokasi taman terdapat taman tempat bermain terdapat kumpulan ruko tutup sebut taman ngawur buat titik lokasi photo diupload banyak ngawur posisi lokasi rainbow lake danau marakas malah upload hadeuh
1,lumayan salah satu tempat nongkrong sore buat refreshing melepaskan penat walaupun kurang fasilitasnya memang cirebon kurang mungkin dibilang ga taman terbuka umum yg nyaman keluarga pemimpin daerah cirebon buatkan wahanataman umum
1,tiketnya sangat mahal rp15000kepala jalannya spt jaman belanda wahana ancur semua g layaklebih baik pantai sj
1,berkunjung pulau cangkir petugas melakukan pemerasan orang ziarah dalih parkir bus medium 34 lima puluh ribu ditambah naik angkot per 10 orang bayar 100 ribu rupiah per orang 10 ribu petugas ditindak lanjuti terjadi halhal disukai peziarahsekian terima kasih
1,menyengkan segar airnya jernih dingin cogan cogan ganteng
1,kolam nya banyak lumutnya pelayanan loketnya ramah alias cemberut semua ga worthit si lebih mau mengingat kan aja customer raja
1,tempatnya bagus berada madinah tp sayang jamaah wanita gak masuk masjidnya wanita sholatnya mushola tempatnya berada sebelah masjid payung madinah sangat mengecewakan sekali
1,tempatnya kotor tempat bilas sangat kotor banyak sampah lumut wc banyak yg rusak saran masukan pengelola kolam menjaga kebersihan arel kolam sampah lumut aroma tak sedap tak tercium pengunjung bukan pemasaran nya yg bagus pemeliharaan kolam renangnya jg baik pengunjung ramai datang bukan krn promo tiketnya kenyamanan pengunjung utamakan
1,tukang parkir ga ngotak masa iya sepeda aja parkirnya 5000 motor 2000 teman dipalakin membawa kayu maksudnya apa yah kalo nyari uang bener gausa malak anak kecil nas kleng ci madak plot cai pelot mani
1,sangatsangat mengecewakan lokasinya kotorkemproh banget orang hendak nyekar disarankan hendak mengenal berwisata tepi laut padahal beberapa tahun lalu lumayan tiket masuk tergolong sangat mahal 25rb pantai kemproh banget dijamin balik sini sangatsangat terpaksa pilihan
1,tempatnya se estetik dl dgn view alamnya kolamnya banyak pilihan mau yg kolam kecil yg panjang yg terbuka tertutup jg tp hr kesini niat mau berendam air belerang hangat eh malah kecewa tempatnya ngga naik keatas tp dibawah posisinya kesamping jalannya dr loket tiket utk masuk kolamnya airnya dingin belerangnya jg jauh lebih sedikit dr yg sebelumnya kolamnya jg kek kolam bocil berbentuk bulatan gt cm 2 mah 1 keluarga dtg jg udh penuh 1 kolam bayangkan klo lg bnyk yg dtg apa kgk umpel2an tu berendamnya awalnya sy tiket beli 2 harga nya 30000 krn ngga jd berendam akhirnya sy kembalikan tiketnya untungnya refund 15000 aja lumayan dh drpd ngga bs refund sama sekali
1,petugasnya menjalankan kereta ramahpetugasnya marah marah jelaspatungnya cacatsuaranya kemresek jelas
1,sedih bgt kesini kirain dapet tempat yg enak buat sekedar jalan sore nyari angin apa zonk bgtkenapa yg jualan jd pindah lokasi parkir meja meja yg udh sediain buat jualan malah kosong mlompongaku gak tau sejak kapan begini bahkan tulisan situ cipondoh huruf s nya aja udh ilang wow bgtblm kang parkir yg semena mena udh kayak reman mnta uang parkir 3 rebu padahal br naro motor jelas jelas tulisan parkir gratis
1,bru bbrpa mnggu lalu ksnitempatny ga keurus lgisunyi sepi ga ad pengunjung skilas kya angker jdinya sampah daunnya bnyaksungguh ironispdhl klo dikelola dgn baik wisata sngt bgus utk kumpul tlong pihak yg berwenang kelola lah wisata jgn dbiarkn sjakrna mnrut wisata cukup mnjamin utk wisata dmsa depan dkelola dgn baiksmoga yg baca
1,akses jalan nya khas pedalaman suku batu benyek  pribumi merasa isin  jalan jalan yg coran dulu ancoorr  komentar berubah akses jalan memadai
1,cukup sekali gak mau sini masuk bayar tempat kayak gak kelola baik banyak lalat jorok kotor pesen indomie aja lama bgt pelayanannya masuk bayar tpi toilet tetep bayar gak tisue nya
1,tempatnya kotor sekali sampah berserakan lantai kolam ikan rumput sintetis nya yg lembab kena air buangan ac atap gedung kelurahan sayang sekali segera dilakukan perbaikan
1,komentar base on kunjungan 18 april 2024 ga rekomended banget airnya terlalu kaporit perih mata pengar hidung kalau ketelen sakit kayak terbakar tenggorokan lingkungan kurang terawat rumput ga dipotong ruang ganti gelap pesing langit2nya berlumut mau ambrol kolam arusnya kotor banget arusnya ga jalan semprotan ga nyala keramik banyak mengelupas melukai kaki keseluruhan benar terlalu mahal dibanding pengelola kayk udah ga niat baca ternyata dah banyak review buruk soal keramik pecah cuma yg ngasih ulasan memberi rate tinggi jadi mungkin ga ngaruh owner revisi bintang 2 1
1,pemandangannya asli alam buatan tuhan segi pengelolaan sangat terbengkalai pelayanan berperikemanusiaan jorok tertata mencari harta
1,supir kenek nya nakal suka naikin penumpang sembarang ga toilet karna jalan k toilet nya ketutup sama penumpang dibikin dr jalanandan ac nya mati sepanjang perjalan dr kota palembang smpe kota tangerang ngap panas baukmau pipis kepaksa nahan
1,pantai ujong blang dulu bersih kini kotor kumuh efek tragedy of the commons
1,tgl 26 april 2023 paralayang info orang lama kegiatan paralayang
1,roro nya sanngat samgat lama berangkat antrian nya kapal nya macam babi kapal yg bergerak 4 waktu yg tempuh dumai rupat bukan nya semakin singkat semakin lama kapal trlalu lama muat pemumpang trlalu lama berangkat trlalau lama menunggu kapal nya berangkat klau keperluan dumai arau dirupat tidk bsa tepat waktu mohon dinperbaiki jam brp kpl brgkt brp lmnya kpal muat tentukan efisien waktu krna percuma kapal yg melayani banyak bukan nya memberi solusi smpai lebih cepat ketujuan malah semakin lama krna waktu kpl nyandar bongkar beraturan sangat kecewa berulang kali sprti asal menaiki kapal dumai rupat
1,sayang sekali diarea seindah sering dijadikan tempat berduaan aneh2 motor ga orang diteriaki baru keluar semak2 tanya pemuda berpapasan pulang malah dijawab tos biasa didinya mah pak pihak pengelola patroli supados tasik aman nyaman dr hal2
1,pantai esekesek kalau bukan orang setempat jangan kesana deh preman tukang palaknya banyak banget modusnya buat kebersihan buat sewa tempat lah parkir lah kalau mau preweed photoshoot mending gak usah deh dipalakin 50000 per tempat pariwisata kota padang gak bagus mending arah pesisir selatan pantainya bagusbagus bersih kota pariaman gak kalah bagus terpenting kebersihan kenyamanan wisatawan berkunjung gak banyak pungli gak banyak aturannya asalkan sopan
1,tak terawat dulu bentuk rumah papannya diatas kini tinggal puing upaya memperbaiki cagar budaya bagian tempat mandi belakangnya ancur
1,kekurangan sama sekali pagi air kamar mandi mati air kamar mandi atas suasana nyaman pemandangan bagus jam 12an malam rombongan motor trail geber geber motor sangat mengganggu baru tidur sebentar jam setengah 2 pagi tiga motor trail naik geber geber pas samping tenda padahal tenda posisinya dekat ornamen jendela posisinya dipojok jam 3 pagi geber geber daerah dekat kamar mandi pengelola aturan pemotor trail arogan naik geber geber daerah putuk lesung sayang sekali banyak situs budaya banyak menjalankan kegiatan spiritual ternodai orang orang empati rendah geber geber motor harganya gak seberapa mohon pengelola membuat aturan malam naik gunung terpapar polusi suara polusi debu
1,avoid this is a spot put by locals to charge you to take you to the actual spot google punthuk setumbu and pay the nominal parking fee 
1,panas pool gak edukasi nya sama sekaliexpektasi nya petik buah edukasi sana cuma jualan gak klo dr luar daerah sana sdh jauh2 sana sama aja sana cuma jualan buah jg gak murahparkir mobil kediri kota aja 3rb disana 5rb alpukat harga sama kayak jalan2 batu yg bilang alpukat gunung kelud alpukat aligator mau makan minum nunggu lama akhir nya kelamaan nunggu sdh mending cari luar asli yg dr surabaya kecewa jauh2 kesana
1,kurang baik cuacanya panas tempatnya kurang nyaman ayam berkeliaran kulinernya cuman mie goreng kalo ditingkatkan fasilitasnya pelayanannya
1,kecewa banget niat bawa sodara jakarta buat healing suasana asri sampe disana ternyata kena zonk bukan karna viewnya karna luar biasa ciptaan allah kecewa karna peraturan ga jelas its oke parkir 5rb tiket masuk bayar 15rborang anak under 10 th gratis ko spot fotonya loh masa iya bayar per orang 10rb kalo disana 10 spot foto sama istri anak skali bayar 30rb per spot bayangkan betapa mahalnya buat take foto disana btw pake dimaksud pake camera sendiri kalo camera slr beda harga ga recomend tempat
1,kapok cukup sekali kesana jalan hancur menanjak lubang besar mau turun air terjun karna bawah bukit
1,pantai berpasir penuh sampah kayu2 mati kelapa plastik yg tersisa naik ka naras akhirnya kecewa liat pantainya
